player_name,role,total_runs,strike_rate,total_balls_faced,total_wickets_taken,total_runs_conceded,total_overs_bowled,total_matches_played,matches_played_as_batter,matches_played_as_bowler,matches_won,matches_lost,player_of_match_awards,team,average
SV Carlisle,Batter,110,44.17670683,249,0,0,0,136,136,0,33,103,0,Zimbabwe,
D Hazell,Batter,109,77.85714286,140,34,904,1375,489,489,0,282,207,0,England,3.205882353
TS Chisoro,Batter,109,70.32258065,155,12,383,488,264,264,0,64,200,1,Zimbabwe,9.083333333
R Murray,Batter,108,60,180,0,0,0,253,253,0,60,193,0,Zimbabwe,
A Maregwede,Batter,108,59.34065934,182,0,0,0,265,265,0,64,201,0,Zimbabwe,
A Khaka,Batter,108,46.35193133,233,129,3067,4389,471,471,0,290,181,2,South Africa,0.837209302
KNM Fernando,Batter,107,108.0808081,99,0,0,0,310,310,0,146,164,0,Sri Lanka,
MM English,Batter,107,86.29032258,124,0,0,0,74,74,0,41,33,1,Scotland,
BA Parchment,Batter,107,54.04040404,198,0,0,0,408,408,0,157,251,0,West Indies,
SR Hain,Batter,106,106,100,0,0,0,283,283,0,168,115,0,England,
A Minny,Batter,106,81.53846154,130,0,0,0,389,389,0,238,151,0,South Africa,
SL Kalis,Batter,106,44.16666667,240,0,0,0,81,81,0,24,57,0,Netherlands,
HDJ Siegers,Batter,105,84.67741935,124,0,0,0,81,81,0,24,57,0,Netherlands,
RML Taylor,Batter,105,82.03125,128,11,386,437,100,100,0,53,47,0,Scotland,9.545454545
RK Kleinveldt,Batter,105,81.39534884,129,12,415,481,463,463,0,284,179,0,South Africa,8.75
AA Jangoo,Batter,104,122.3529412,85,0,0,0,241,241,0,90,151,1,West Indies,
L Balaji,Batter,104,78.78787879,132,28,928,1005,537,537,0,331,206,0,India,3.714285714
DA Minors,Batter,104,59.09090909,176,0,0,0,12,12,0,2,10,0,Bermuda,
D Elgar,Batter,104,57.45856354,181,2,74,98,469,469,0,289,180,0,South Africa,52
KV Jain,Batter,104,47.48858447,219,0,0,0,514,514,0,318,196,0,India,
PS Athavale,Batter,103,58.52272727,176,0,0,0,49,49,0,27,22,0,Oman,
C de Lange,Batter,103,45.57522124,226,12,416,611,85,85,0,25,60,0,Netherlands,8.583333333
M Klaas,Batter,103,38.86792453,265,77,2277,2771,464,464,0,285,179,2,South Africa,1.337662338
M Kartik,Batter,102,74.45255474,137,30,1048,1227,534,534,0,330,204,1,India,3.4
AM Bacher,Batter,102,56.35359116,181,3,66,108,393,393,0,241,152,0,South Africa,34
Yasir Ali Chowdhury,Batter,101,95.28301887,106,0,0,0,312,312,0,116,196,0,Bangladesh,
WK McCallan,Batter,101,57.38636364,176,14,425,612,152,152,0,53,99,0,Ireland,7.214285714
Shahzaib Hasan,Batter,100,84.74576271,118,0,0,0,319,319,0,162,157,0,Pakistan,
SM Benade,Batter,100,78.125,128,4,43,111,389,389,0,238,151,0,South Africa,25
R Kanoh,Batter,100,67.11409396,149,0,0,0,9,9,0,8,1,0,Thailand,
CJ Bowes,Batter,99,81.81818182,121,0,0,0,333,333,0,174,159,0,New Zealand,
Hamza Tariq,Batter,99,68.75,144,0,0,0,34,34,0,9,25,0,Canada,
BMSM Kumari,Batter,99,40.74074074,243,18,872,1024,497,497,0,231,266,0,Sri Lanka,5.5
I Maraj,Batter,98,35.8974359,273,0,23,27,49,49,0,16,33,0,Canada,
JL Ontong,Batter,97,71.32352941,136,1,24,18,459,459,0,283,176,0,South Africa,97
AL Kandappah,Batter,97,61.00628931,159,0,4,1,32,32,0,9,23,0,Canada,
RA Jones,Batter,96,51.3368984,187,0,0,0,315,315,0,164,151,0,New Zealand,
Tanzim Hasan Sakib,Batter,95,77.86885246,122,14,417,445,292,292,0,106,186,1,Bangladesh,6.785714286
GEF Barnett,Batter,95,51.35135135,185,0,0,0,46,46,0,15,31,0,Canada,
RJ Trott,Batter,95,48.96907216,194,9,158,193,11,11,0,2,9,0,Bermuda,10.55555556
RS Gavaskar,Batter,93,56.70731707,164,1,74,73,330,330,0,192,138,0,India,93
Sanjida Islam,Batter,93,41.15044248,226,0,12,8,295,295,0,107,188,0,Bangladesh,
T Munyonga,Batter,92,67.15328467,137,0,10,6,186,186,0,47,139,0,Zimbabwe,
Shoriful Islam,Batter,91,85.8490566,106,46,1379,1445,327,327,0,127,200,0,Bangladesh,1.97826087
JV Harris,Batter,91,43.96135266,207,0,0,0,49,49,0,16,33,0,Canada,
GB Murgatroyd,Batter,90,60.81081081,148,0,0,0,53,53,0,25,28,0,Namibia,
A Nehra,Batter,90,51.72413793,174,115,3363,3745,579,579,0,360,219,2,India,0.782608696
SK Atai,Batter,90,48.91304348,184,0,35,48,62,62,0,12,50,0,Papua New Guinea,
Bilawal Bhatti,Batter,89,115.5844156,77,7,448,420,449,449,0,220,229,0,Pakistan,12.71428571
PBB Rajapaksa,Batter,89,102.2988506,87,0,0,0,478,478,0,221,257,0,Sri Lanka,
SSD Arachchige,Batter,89,66.41791045,134,1,28,42,324,324,0,153,171,0,Sri Lanka,89
TC Bastiampillai,Batter,89,54.60122699,163,0,12,6,32,32,0,9,23,0,Canada,
S Tippoch,Batter,89,39.38053097,226,9,100,211,9,9,0,8,1,0,Thailand,9.888888889
Z James,Batter,89,36.7768595,242,13,235,304,417,417,0,162,255,0,West Indies,6.846153846
Nashra Sandhu,Batter,89,27.55417957,323,87,2413,3282,463,463,0,223,240,0,Pakistan,1.022988506
N Davin,Batter,88,83.80952381,105,0,0,0,54,54,0,25,29,0,Namibia,
SE Findlay,Batter,88,62.85714286,140,0,0,0,394,394,0,153,241,0,West Indies,
J Fraser-McGurk,Batter,87,147.4576271,59,0,0,0,488,488,0,340,148,0,Australia,
T Mupariwa,Batter,87,41.82692308,208,39,1225,1417,266,266,0,64,202,0,Zimbabwe,2.230769231
P Mujaji,Batter,86,51.80722892,166,0,0,0,224,224,0,55,169,0,Zimbabwe,
FL Reifer,Batter,86,45.26315789,190,0,0,0,401,401,0,155,246,0,West Indies,
NE Bonner,Batter,85,60.71428571,140,1,56,67,384,384,0,151,233,0,West Indies,85
J Sumerauer,Batter,84,113.5135135,74,10,213,246,4,4,0,1,3,0,Jersey,8.4
SI Mahmood,Batter,84,84.84848485,99,38,1145,1238,509,509,0,291,218,2,England,2.210526316
JJ Atkinson,Batter,84,55.26315789,152,0,0,0,12,12,0,3,9,0,Hong Kong,
CJ Nevin,Batter,83,54.96688742,151,0,0,0,411,411,0,214,197,0,New Zealand,
GT Main,Batter,82,92.13483146,89,33,609,695,95,95,0,51,44,1,Scotland,2.484848485
C Hemraj,Batter,82,81.18811881,101,0,9,7,413,413,0,161,252,0,West Indies,
GC Bhogle,Batter,82,49.39759036,166,0,0,0,57,57,0,27,30,0,United States of America,
S Nitschke,Batter,81,96.42857143,84,1,73,93,416,416,0,296,120,1,Australia,81
Mohammad Wasim,Batter,80,91.95402299,87,36,858,927,461,461,0,222,239,0,Pakistan,2.222222222
A Lister,Batter,80,71.42857143,112,0,0,0,97,97,0,52,45,0,Scotland,
M McColl,Batter,80,68.96551724,116,0,0,0,97,97,0,52,45,0,Scotland,
GR Codrington,Batter,80,65.04065041,123,9,267,307,38,38,0,10,28,1,Canada,8.888888889
Rabiya Shah,Batter,80,62.99212598,127,0,0,0,431,431,0,211,220,0,Pakistan,
M Terblanche,Batter,80,58.39416058,137,0,0,12,389,389,0,238,151,0,South Africa,
M Spoors,Batter,80,54.79452055,146,0,0,0,50,50,0,17,33,0,Canada,
D Langford-Smith,Batter,79,94.04761905,84,10,362,489,152,152,0,53,99,0,Ireland,7.9
E Claridge,Batter,79,76.69902913,103,0,0,0,57,57,0,27,30,0,United States of America,
AI Chudasama,Batter,79,74.52830189,106,10,250,405,57,57,0,27,30,0,United States of America,7.9
UT Yadav,Batter,79,58.08823529,136,116,3659,3701,565,565,0,349,216,0,India,0.681034483
JP Greaves,Batter,79,57.66423358,137,1,95,86,388,388,0,152,236,0,West Indies,79
E Schiferli,Batter,79,56.42857143,140,8,331,388,87,87,0,26,61,0,Netherlands,9.875
S Badrinath,Batter,79,45.66473988,173,0,0,0,567,567,0,350,217,0,India,
MJ Cosgrove,Batter,78,96.2962963,81,0,12,24,473,473,0,332,141,1,Australia,
HJ Armitage,Batter,78,82.10526316,95,0,0,0,490,490,0,282,208,0,England,
T Suri,Batter,78,73.58490566,106,0,0,0,96,96,0,33,63,0,United Arab Emirates,
Sami Aslam,Batter,78,63.41463415,123,0,0,0,430,430,0,211,219,0,Pakistan,
SP Khakurel,Batter,78,46.98795181,166,0,0,0,64,64,0,32,32,0,Nepal,
WB Rankin,Batter,78,42.62295082,183,67,1996,2489,164,164,0,60,104,0,Ireland,1.164179104
SC Taylor,Batter,77,105.4794521,73,0,0,0,412,412,0,239,173,0,England,
SP Krishnamurthi,Batter,77,77.77777778,99,0,26,36,49,49,0,24,25,0,United States of America,
Ravinderpal Singh,Batter,77,71.96261682,107,0,0,0,50,50,0,17,33,0,Canada,
GM Ewing,Batter,77,66.95652174,115,6,186,273,232,232,0,57,175,0,Zimbabwe,12.83333333
SC Joseph,Batter,77,50.32679739,153,0,0,0,338,338,0,128,210,0,West Indies,
S Gajnabi,Batter,77,41.62162162,185,5,130,148,417,417,0,162,255,0,West Indies,15.4
Syed Rasel,Batter,76,45.23809524,168,53,1634,2095,343,343,0,134,209,0,Bangladesh,1.433962264
KW Richardson,Batter,75,107.1428571,70,45,1251,1338,531,531,0,370,161,1,Australia,1.666666667
Utkarsh Srivastava,Batter,75,100,75,0,17,24,39,39,0,19,20,0,United States of America,
KDK Vithanage,Batter,75,81.52173913,92,0,17,12,435,435,0,204,231,0,Sri Lanka,
CA Lynn,Batter,75,81.52173913,92,0,0,0,379,379,0,272,107,0,Australia,
MNK Fernando,Batter,75,70.09345794,107,0,22,12,376,376,0,178,198,0,Sri Lanka,
SW Poynter,Batter,74,72.54901961,102,0,0,0,129,129,0,43,86,0,Ireland,
N Gwanzura,Batter,74,68.51851852,108,0,0,0,270,270,0,65,205,0,Zimbabwe,
MM Patel,Batter,74,64.9122807,114,93,2614,3188,579,579,0,360,219,2,India,0.795698925
DS Bajwa,Batter,74,60.16260163,123,1,27,25,39,39,0,10,29,0,Canada,74
U Raymond-Hoey,Batter,74,59.67741935,124,0,0,0,153,153,0,54,99,0,Ireland,
DS Weerakkody,Batter,73,108.9552239,67,0,0,0,262,262,0,124,138,0,Sri Lanka,
Kaleem Sana,Batter,73,75.25773196,97,27,561,813,50,50,0,17,33,0,Canada,2.703703704
Waheed Ahmed,Batter,73,55.72519084,131,1,94,125,86,86,0,29,57,0,United Arab Emirates,73
C Sutthiruang,Batter,73,54.88721805,133,7,149,246,9,9,0,8,1,0,Thailand,10.42857143
SS McKechnie,Batter,73,51.4084507,142,0,0,0,14,14,0,4,10,0,Hong Kong,
TP Visee,Batter,72,109.0909091,66,0,0,0,88,88,0,27,61,0,Netherlands,
TL Best,Batter,72,63.15789474,114,36,994,1175,416,416,0,162,254,0,West Indies,2
DR Brown,Batter,72,62.60869565,115,3,163,140,78,78,0,43,35,0,Scotland,24
SD Outerbridge,Batter,72,48.97959184,147,1,11,6,12,12,0,2,10,0,Bermuda,72
J Smits,Batter,72,36.92307692,195,0,0,0,75,75,0,22,53,0,Netherlands,
Wasim Akram,Batter,71,98.61111111,72,12,216,314,426,426,0,209,217,1,Pakistan,5.916666667
BJ Bennett,Batter,71,94.66666667,75,0,27,12,242,242,0,58,184,0,Zimbabwe,
TK Patel,Batter,71,47.65100671,149,5,120,176,61,61,0,29,32,0,United States of America,14.2
V Araa,Batter,71,39.66480447,179,11,221,322,56,56,0,10,46,0,Papua New Guinea,6.454545455
Mohammad Aadil Alam,Batter,70,85.36585366,82,9,166,272,65,65,0,33,32,0,Nepal,7.777777778
Shuvagata Hom,Batter,70,79.54545455,88,0,9,12,204,204,0,75,129,0,Bangladesh,
Haris Rauf,Batter,70,75.2688172,93,79,2029,2113,461,461,0,222,239,3,Pakistan,0.886075949
Natalia Pervaiz,Batter,70,66.03773585,106,0,16,18,253,253,0,130,123,0,Pakistan,
N Dutta,Batter,70,57.37704918,122,2,177,236,50,50,0,17,33,0,Canada,35
K Frank,Batter,70,53.84615385,130,0,0,0,56,56,0,10,46,0,Papua New Guinea,
TN de Grooth,Batter,70,46.66666667,150,0,0,0,73,73,0,22,51,0,Netherlands,
DR Mousley,Batter,69,78.40909091,88,0,17,13,495,495,0,284,211,0,England,
B Ward,Batter,69,65.09433962,106,4,186,183,4,4,0,1,3,0,Jersey,17.25
Shakeel Ahmed,Batter,69,52.27272727,132,17,193,402,49,49,0,27,22,2,Oman,4.058823529
Tilak Varma,Batter,68,54.4,125,0,39,42,580,580,0,360,220,0,India,
Sana Javed,Batter,68,50,136,0,0,0,383,383,0,190,193,0,Pakistan,
AS van Beuge,Batter,68,34.69387755,196,8,159,183,85,85,0,25,60,0,Netherlands,8.5
RC Irani,Batter,67,53.6,125,8,288,355,457,457,0,262,195,0,England,8.375
GM Strydom,Batter,67,50.37593985,133,0,24,30,201,201,0,52,149,0,Zimbabwe,
SR Waters,Batter,67,45.57823129,147,0,0,0,33,33,0,11,22,0,Kenya,
Sharmin Sultana,Batter,67,33.83838384,198,0,0,0,295,295,0,107,188,0,Bangladesh,
Mehran Khan,Batter,66,94.28571429,70,0,89,61,49,49,0,27,22,0,Oman,
JR Philippe,Batter,65,71.42857143,91,0,0,0,341,341,0,246,95,0,Australia,
CD de Lange,Batter,65,69.14893617,94,15,211,264,98,98,0,53,45,0,Scotland,4.333333333
AD Poynter,Batter,65,48.50746269,134,0,0,0,144,144,0,51,93,0,Ireland,
S Molineux,Batter,64,83.11688312,77,23,339,613,484,484,0,338,146,1,Australia,2.782608696
Yasir Arafat,Batter,64,62.13592233,103,2,327,355,423,423,0,207,216,0,Pakistan,32
Batool Fatima,Batter,64,60.95238095,105,0,0,0,383,383,0,190,193,0,Pakistan,
AR Caddick,Batter,64,54.23728814,118,18,389,604,457,457,0,262,195,1,England,3.555555556
N Boochatham,Batter,64,41.83006536,153,10,165,356,9,9,0,8,1,0,Thailand,6.4
PD McGlashan,Batter,63,118.8679245,53,0,0,0,375,375,0,192,183,0,New Zealand,
AAP Atkinson,Batter,63,114.5454545,55,11,395,399,444,444,0,253,191,0,England,5.727272727
L Tshuma,Batter,63,38.65030675,163,10,328,466,270,270,0,65,205,0,Zimbabwe,6.3
Adnan Akmal,Batter,62,67.39130435,92,0,0,0,444,444,0,216,228,0,Pakistan,
J Gray,Batter,62,54.86725664,113,0,0,0,110,110,0,36,74,0,Ireland,
CS Fraser,Batter,62,46.26865672,134,9,358,409,417,417,0,162,255,0,West Indies,6.888888889
BT Foakes,Batter,61,78.20512821,78,0,0,0,373,373,0,218,155,1,England,
K Klein,Batter,61,69.31818182,88,17,266,351,90,90,0,29,61,0,Netherlands,3.588235294
S Laomi,Batter,61,54.95495495,111,16,176,295,9,9,0,8,1,0,Thailand,3.8125
G Sultana,Batter,61,36.96969697,165,12,338,518,561,561,0,347,214,0,India,5.083333333
Shahid Wasif,Batter,60,43.47826087,138,0,0,0,16,16,0,5,11,0,Hong Kong,
TG Norris,Batter,59,101.7241379,58,7,191,268,57,57,0,27,30,0,United States of America,8.428571429
PJ Scholfield,Batter,59,96.72131148,61,0,0,0,490,490,0,282,208,0,England,
BAM Heath,Batter,59,96.72131148,61,0,0,0,490,490,0,282,208,0,England,
MJ Hay,Batter,59,81.94444444,72,0,0,0,216,216,0,113,103,0,New Zealand,
MR Swart,Batter,59,75.64102564,78,2,116,144,69,69,0,22,47,0,Netherlands,29.5
Abdul Jabbar,Batter,59,68.60465116,86,0,0,0,32,32,0,9,23,0,Canada,
Shaila Sharmin,Batter,59,60.20408163,98,1,79,97,272,272,0,97,175,0,Bangladesh,59
HJ Thomas,Batter,59,48.36065574,122,9,246,392,56,56,0,10,46,0,Papua New Guinea,6.555555556
D Parashar,Batter,58,65.16853933,89,5,93,192,69,69,0,26,43,0,United Arab Emirates,11.6
Mohammad Naim,Batter,58,58.58585859,99,0,0,0,322,322,0,123,199,0,Bangladesh,
Hammad Mirza,Batter,58,54.71698113,106,0,0,0,37,37,0,21,16,0,Oman,
M van Schoor,Batter,58,52.25225225,111,0,0,0,53,53,0,25,28,0,Namibia,
LL Tsotsobe,Batter,58,51.32743363,113,102,2360,2988,463,463,0,284,179,3,South Africa,0.568627451
TMK Mawoyo,Batter,58,34.93975904,166,0,0,0,195,195,0,51,144,0,Zimbabwe,
Tayyab Tahir,Batter,57,123.9130435,46,0,0,0,409,409,0,203,206,0,Pakistan,
AJ Tye,Batter,57,118.75,48,15,396,400,501,501,0,350,151,0,Australia,3.8
L Sreekumar,Batter,57,82.60869565,69,0,0,0,97,97,0,33,64,0,United Arab Emirates,
Akram Khan,Batter,57,55.88235294,102,0,0,0,346,346,0,134,212,0,Bangladesh,
S Jora,Batter,56,82.35294118,68,0,0,0,54,54,0,27,27,0,Nepal,
Zubayr Hamza,Batter,56,68.29268293,82,0,0,0,288,288,0,176,112,0,South Africa,
RK Singh,Batter,55,127.9069767,43,1,2,6,580,580,0,360,220,0,India,55
FY Fazal,Batter,55,84.61538462,65,0,0,0,120,120,0,63,57,0,India,
J Figy John,Batter,55,73.33333333,75,0,0,0,95,95,0,33,62,0,United Arab Emirates,
AB Kaur,Batter,55,50.4587156,109,6,197,226,398,398,0,241,157,0,India,9.166666667
DES Maxwell,Batter,54,120,45,0,0,0,38,38,0,10,28,0,Canada,
Kabir Ali,Batter,54,93.10344828,58,21,648,640,518,518,0,295,223,0,England,2.571428571
A Nao,Batter,54,76.05633803,71,20,724,871,63,63,0,12,51,1,Papua New Guinea,2.7
A Mazvishaya,Batter,54,44.62809917,121,12,350,491,270,270,0,65,205,0,Zimbabwe,4.5
Mohammad Hasnain,Batter,53,155.8823529,34,20,705,695,461,461,0,222,239,0,Pakistan,2.65
BCJ Cutting,Batter,53,79.10447761,67,5,160,220,463,463,0,323,140,0,Australia,10.6
CAK Walton,Batter,53,60.22727273,88,0,0,0,402,402,0,155,247,0,West Indies,
P Maya,Batter,53,50.47619048,105,9,165,226,9,9,0,8,1,0,Thailand,5.888888889
AR Berenger,Batter,53,46.08695652,115,0,0,0,60,60,0,24,36,0,United Arab Emirates,
K Thomson,Batter,52,75.36231884,69,0,39,21,352,352,0,212,140,0,South Africa,
AK Perera,Batter,52,62.65060241,83,0,33,36,448,448,0,209,239,0,Sri Lanka,
KE Ebrahim,Batter,52,54.73684211,95,4,83,110,238,238,0,124,114,0,New Zealand,13
Waqas Khan,Batter,52,49.05660377,106,0,0,0,16,16,0,5,11,0,Hong Kong,
IR James,Batter,51,79.6875,64,0,0,0,420,420,0,220,200,0,New Zealand,
AA Paradkar,Batter,51,60,85,9,245,224,49,49,0,24,25,0,United States of America,5.666666667
RN Bhatia,Batter,51,44.73684211,114,3,337,348,92,92,0,31,61,0,United Arab Emirates,17
CA Pujara,Batter,51,37.5,136,0,0,0,517,517,0,321,196,0,India,
WA Agar,Batter,50,116.2790698,43,0,44,70,341,341,0,246,95,0,Australia,
RTM Mendis,Batter,50,100,50,4,74,77,204,204,0,92,112,0,Sri Lanka,12.5
VR Vanitha,Batter,50,78.125,64,0,0,0,358,358,0,210,148,0,India,
MJ Bulow,Batter,50,67.56756757,74,0,0,0,409,409,0,291,118,0,Australia,
EL Watson,Batter,50,40,125,0,0,0,97,97,0,52,45,0,Scotland,
SS Tiwary,Batter,49,85.96491228,57,0,0,0,391,391,0,234,157,0,India,
LHD Dilhara,Batter,49,81.66666667,60,3,101,126,245,245,0,114,131,0,Sri Lanka,16.33333333
KO Meth,Batter,49,52.68817204,93,10,416,400,210,210,0,54,156,0,Zimbabwe,4.9
TB Robinson,Batter,48,97.95918367,49,0,0,0,216,216,0,113,103,0,New Zealand,
Zulqarnain Haider,Batter,48,68.57142857,70,0,0,0,334,334,0,166,168,0,Pakistan,
Irfan Khan,Batter,48,64.86486486,74,0,0,0,428,428,0,211,217,0,Pakistan,
Tasqeen Qadeer,Batter,48,33.33333333,144,0,0,0,383,383,0,190,193,0,Pakistan,
G Kodali,Batter,46,60.52631579,76,7,275,306,57,57,0,27,30,1,United States of America,6.571428571
Steven Ryan Taylor,Batter,46,56.79012346,81,0,23,21,13,13,0,7,6,0,United States of America,
KK Nair,Batter,46,51.68539326,89,0,0,0,559,559,0,347,212,0,India,
OV Anderson,Batter,46,47.42268041,97,0,0,0,166,166,0,109,57,1,South Africa,
SZ Thakor,Batter,46,45.09803922,102,10,378,442,490,490,0,303,187,0,India,4.6
PP Ojha,Batter,46,40.35087719,114,21,660,882,565,565,0,349,216,0,India,2.19047619
AE Smith,Batter,45,150,30,4,51,115,389,389,0,238,151,0,South Africa,11.25
TH David,Batter,45,80.35714286,56,1,20,12,483,483,0,337,146,0,Australia,45
M Karg,Batter,45,68.18181818,66,0,0,0,53,53,0,25,28,0,Namibia,
TV Mufambisi,Batter,45,63.38028169,71,0,0,0,249,249,0,60,189,0,Zimbabwe,
M De Ridder,Batter,45,60.81081081,74,0,0,0,453,453,0,278,175,0,South Africa,
IM Vaghela,Batter,45,49.45054945,91,4,221,280,57,57,0,27,30,0,United States of America,11.25
Tabarak Dar,Batter,45,47.36842105,95,0,0,0,11,11,0,3,8,0,Hong Kong,
M Dillon,Batter,44,84.61538462,52,25,737,980,424,424,0,164,260,0,West Indies,1.76
Al Sahariar,Batter,44,43.1372549,102,0,0,0,346,346,0,134,212,0,Bangladesh,
S Sreesanth,Batter,44,35.2,125,81,2388,2481,579,579,0,360,219,1,India,0.543209877
NA de Groot,Batter,44,33.84615385,130,3,88,81,49,49,0,16,33,0,Canada,14.66666667
RP Lefebvre,Batter,43,63.23529412,68,4,126,199,75,75,0,22,53,0,Netherlands,10.75
SJ Swanepoel,Batter,43,43.43434343,99,0,0,0,51,51,0,24,27,0,Namibia,
Haider Ali,Batter,42,127.2727273,33,0,0,0,346,346,0,174,172,0,Pakistan,
CD Cumming,Batter,42,41.58415842,101,0,0,0,382,382,0,194,188,0,New Zealand,
WP Saha,Batter,41,69.49152542,59,0,0,0,579,579,0,360,219,0,India,
NE Farrant,Batter,41,64.0625,64,4,179,218,395,395,0,232,163,0,England,10.25
KY Ottley,Batter,41,53.94736842,76,0,0,0,388,388,0,152,236,0,West Indies,
JL Pattinson,Batter,41,51.25,80,13,652,705,460,460,0,321,139,0,Australia,3.153846154
Fayyaz Ahmed,Batter,41,41.83673469,98,0,69,102,72,72,0,26,46,0,United Arab Emirates,
I Toua,Batter,41,41,100,11,288,395,56,56,0,10,46,1,Papua New Guinea,3.727272727
TD Smartt,Batter,40,61.53846154,65,12,319,508,365,365,0,143,222,0,West Indies,3.333333333
N Mlaba,Batter,40,58.82352941,68,24,1083,1365,471,471,0,290,181,0,South Africa,1.666666667
M Shumba,Batter,40,48.19277108,83,0,27,29,179,179,0,44,135,0,Zimbabwe,
NB Mahwire,Batter,40,37.03703704,108,8,297,389,249,249,0,60,189,0,Zimbabwe,5
SJ Tsukigawa,Batter,39,55.71428571,70,2,20,48,329,329,0,170,159,0,New Zealand,19.5
Usama Mir,Batter,38,126.6666667,30,15,507,521,461,461,0,222,239,0,Pakistan,2.533333333
TB Sole,Batter,38,102.7027027,37,9,291,412,101,101,0,54,47,1,Scotland,4.222222222
N M'shangwe,Batter,38,86.36363636,44,2,165,219,140,140,0,33,107,0,Zimbabwe,19
T Granger,Batter,38,65.51724138,58,2,112,108,270,270,0,65,205,0,Zimbabwe,19
PP Chawla,Batter,38,63.33333333,60,33,1131,1330,546,546,0,337,209,0,India,1.151515152
CS Terblanche,Batter,38,58.46153846,65,1,35,81,389,389,0,238,151,0,South Africa,38
CKB Kulasekara,Batter,38,52.05479452,73,0,82,79,491,491,0,227,264,0,Sri Lanka,
TMM Newton,Batter,38,48.10126582,79,6,251,354,351,351,0,182,169,0,New Zealand,6.333333333
R Klein,Batter,38,46.91358025,81,12,496,615,79,79,0,23,56,0,Netherlands,3.166666667
N Shangase,Batter,38,38.7755102,98,6,404,467,453,453,0,278,175,0,South Africa,6.333333333
Qaiser Ali,Batter,38,38.7755102,98,1,55,89,37,37,0,9,28,0,Canada,38
Arshdeep Singh,Batter,37,108.8235294,34,14,296,365,580,580,0,360,220,1,India,2.642857143
TS Roland-Jones,Batter,37,97.36842105,38,1,34,42,85,85,0,48,37,0,England,37
DM Kimmince,Batter,37,71.15384615,52,7,96,146,527,527,0,367,160,1,Australia,5.285714286
Hasan Mahmud,Batter,37,48.05194805,77,29,873,886,327,327,0,127,200,1,Bangladesh,1.275862069
LN Rajbanshi,Batter,37,23.71794872,156,42,893,1388,59,59,0,30,29,0,Nepal,0.880952381
DNT Zoysa,Batter,36,65.45454545,55,23,560,750,457,457,0,214,243,1,Sri Lanka,1.565217391
Aaditya Varadarajan,Batter,36,54.54545455,66,0,0,0,11,11,0,1,10,0,Canada,
JO Troughton,Batter,36,46.75324675,77,0,0,0,497,497,0,285,212,0,England,
RWT Key,Batter,36,34.28571429,105,0,0,0,480,480,0,276,204,0,England,
Zulfiqar Babar,Batter,35,87.5,40,4,247,297,430,430,0,211,219,0,Pakistan,8.75
O Kamchomphu,Batter,35,57.37704918,61,15,162,349,9,9,0,8,1,0,Thailand,2.333333333
NA Greenwood,Batter,35,50.72463768,69,0,0,0,4,4,0,1,3,0,Jersey,
JNT Vare,Batter,35,49.29577465,71,0,0,0,42,42,0,7,35,0,Papua New Guinea,
C McAuslan,Batter,35,47.2972973,74,0,0,0,13,13,0,4,9,0,Hong Kong,
J van Vliet,Batter,35,41.66666667,84,0,0,0,67,67,0,22,45,0,Netherlands,
Abdul Shakoor,Batter,34,51.51515152,66,0,0,0,97,97,0,33,64,0,United Arab Emirates,
LDVV Silva,Batter,34,44.73684211,76,0,0,0,340,340,0,160,180,0,Sri Lanka,
RP Alexander,Batter,34,41.97530864,81,0,0,0,58,58,0,27,31,0,United States of America,
TL Seifert,Batter,33,117.8571429,28,0,0,0,437,437,0,227,210,0,New Zealand,
Ayesha Naseem,Batter,33,82.5,40,0,0,0,371,371,0,185,186,0,Pakistan,
HM Tiffen,Batter,33,80.48780488,41,0,0,0,329,329,0,170,159,0,New Zealand,
A Aitken-Drummond,Batter,33,68.75,48,0,0,0,79,79,0,43,36,0,Scotland,
Mohammad Iqbal,Batter,33,58.92857143,56,0,0,0,32,32,0,9,23,0,Canada,
PRP Boissevain,Batter,33,57.89473684,57,1,192,133,77,77,0,23,54,0,Netherlands,33
PARP Perera,Batter,33,54.09836066,61,0,0,0,448,448,0,209,239,0,Sri Lanka,
A Codrington,Batter,33,41.7721519,79,6,169,187,49,49,0,16,33,1,Canada,5.5
JAH Marshall,Batter,33,39.28571429,84,0,0,0,427,427,0,222,205,0,New Zealand,
J Overton,Batter,32,145.4545455,22,1,17,26,495,495,0,284,211,0,England,32
DO Leicher,Batter,32,103.2258065,31,1,56,57,10,10,0,7,3,0,Namibia,32
MK Villiers,Batter,32,100,32,5,83,93,490,490,0,282,208,0,England,6.4
D Cleaver,Batter,32,86.48648649,37,0,0,0,251,251,0,129,122,0,New Zealand,
GA Rogers,Batter,32,64,50,5,138,154,78,78,0,43,35,0,Scotland,6.4
MHW Papps,Batter,32,50.79365079,63,0,0,0,427,427,0,222,205,0,New Zealand,
Qanita Jalil,Batter,32,50,64,6,171,323,456,456,0,221,235,0,Pakistan,5.333333333
AA Deshpande,Batter,32,46.37681159,69,0,0,0,231,231,0,133,98,0,India,
O Bell,Batter,32,41.55844156,77,3,164,288,97,97,0,52,45,0,Scotland,10.66666667
C Jonker,Batter,31,91.17647059,34,0,0,0,469,469,0,289,180,0,South Africa,
CW Perchard,Batter,31,88.57142857,35,7,174,216,4,4,0,1,3,0,Jersey,4.428571429
