player_name,total_runs,strike_rate,total_wickets_taken,player_of_match_awards,Performance_Score,Player_Rank
O Chare,3,16.66666667,3,0,229.6666667,1461
D Lakshan,2,22.22222222,0,0,224.22222219999998,1462
EJB Miles,1,14.28571429,4,0,223.85714289999999,1463
Tareq Aziz,2,18.18181818,2,0,223.8181818,1464
KHRK Fernando,3,20.0,1,0,223.0,1465
K Sonavale,5,17.24137931,2,0,217.4137931,1466
HML Madushani,3,20.0,0,0,203.0,1467
Fahad Nawaz,2,20.0,0,0,202.0,1468
Zakir Hasan,1,20.0,0,0,201.0,1469
VAB Tewarie,4,18.18181818,0,0,185.8181818,1470
PG Gillespie,2,18.18181818,0,0,183.8181818,1471
D Prins,7,17.5,0,0,182.0,1472
RA Lewis,2,15.38461538,1,0,175.8461538,1473
P Roy,5,14.70588235,1,0,172.0588235,1474
KL Rolton,2,16.66666667,0,0,168.6666667,1475
Rashid Zia,9,15.51724138,0,0,164.1724138,1476
LC Romero,1,14.28571429,1,0,163.85714289999999,1477
NA Statham,7,15.55555556,0,0,162.5555556,1478
SC Meaker,2,11.11111111,2,0,153.1111111,1479
Sagar Pun,3,15.0,0,0,153.0,1480
CK Kruger,3,14.28571429,0,0,145.85714289999999,1481
Hussain Talat,2,14.28571429,0,0,144.85714289999999,1482
Omid Shafi Rahman,1,14.28571429,0,0,143.85714289999999,1483
K Mahato,1,10.0,2,0,141.0,1484
HE Whelan,2,12.5,0,0,127.0,1485
Fariha Trisna,0,0.0,6,0,120.0,1486
J Pashley,2,11.76470588,0,0,119.6470588,1487
RR Ramdass,1,11.11111111,0,0,112.11111109999999,1488
NV Ojha,1,11.11111111,0,0,112.11111109999999,1489
W Mwayenga,1,9.090909091,1,0,111.90909091,1490
AD Janakanthymala,1,6.666666667,2,0,107.66666667,1491
A Shamshudeen,3,10.0,0,0,103.0,1492
Nasir Javed,2,10.0,0,0,102.0,1493
HWR Cartwright,2,8.695652174,0,0,88.95652174,1494
OC McCoy,0,0.0,4,0,80.0,1495
Sufiyan Muqeem,0,0.0,4,0,80.0,1496
Jannatul Ferdus,1,7.692307692,0,0,77.92307692,1497
CM Beggs,1,6.25,0,0,63.5,1498
V Buruka,0,0.0,3,0,60.0,1499
K Phillip,0,0.0,3,0,60.0,1500
Shahbaz Ahmed,0,0.0,3,0,60.0,1501
Moniruzzaman,1,5.0,0,0,51.0,1502
MT Herbert,1,4.545454545,0,0,46.45454545,1503
Raza Hasan,0,0.0,2,0,40.0,1504
C Sakariya,0,0.0,2,0,40.0,1505
SD Udal,0,0.0,1,0,20.0,1506
F Hand,0,0.0,1,0,20.0,1507
JS Ababu,0,0.0,1,0,20.0,1508
RA Rolfe,0,0.0,0,0,0.0,1509
PHT Kaushal,0,0.0,0,0,0.0,1510
D Foxcroft,0,0.0,0,0,0.0,1511
Fazle Mahmud,0,0.0,0,0,0.0,1512
R Walters,0,0.0,0,0,0.0,1513
DL Blake,0,0.0,0,0,0.0,1514
TJ Bishop,0,0.0,0,0,0.0,1515
AG Puttick,0,0.0,0,0,0.0,1516
VCE Wattenberg,0,0.0,0,0,0.0,1517
LM Hoitink,0,0.0,0,0,0.0,1518
MF Fahey,0,0.0,0,0,0.0,1519
AL Watkins,0,0.0,0,0,0.0,1520
SI Galagedara,0,0.0,0,0,0.0,1521
GA Guy,0,0.0,0,0,0.0,1522
APS Lakshika,0,0.0,0,0,0.0,1523
Melanie Ani,0,0.0,0,0,0.0,1524
A Chopra,0,0.0,0,0,0.0,1525
SK Naidu,0,0.0,0,0,0.0,1526
JA Whelan,0,0.0,0,0,0.0,1527
JC Carroll,0,0.0,0,0,0.0,1528
Sumaiya Akter,0,0.0,0,0,0.0,1529
KL Tucker,0,0.0,0,0,0.0,1530
Pooja Ganesh,0,0.0,0,0,0.0,1531
CK Holder,0,0.0,0,0,0.0,1532
S Lackay,0,0.0,0,0,0.0,1533
Simandeep Singh,0,0.0,0,0,0.0,1534
Shathira Jakir,0,0.0,0,0,0.0,1535
Sultana Yesmin,0,0.0,0,0,0.0,1536
Shahriar Hossain,0,0.0,0,0,0.0,1537
Salman Faris,0,0.0,0,0,0.0,1538
Haseebullah Khan,0,0.0,0,0,0.0,1539
Syeda Aroob Shah,0,0.0,0,0,0.0,1540
